,name,rmsd,time
0,5sfs,57.425562340128636,0.9219722747802734
1,5sfy,57.46508811525264,0.9161229133605957
2,5sfb,57.1062767640926,1.0577154159545898
3,5sf6,57.50350183233564,1.0733931064605713
4,5sfi,57.942514636473966,1.0601744651794434
5,5sfw,57.69876147218066,1.0796778202056885
6,5sfd,57.50688221439587,0.9223511219024658
7,5seu,57.6794689682426,0.9156177043914795
8,5sef,57.614474928691315,2.015705108642578
9,5seq,57.692049888319964,16.660990953445435
10,5sff,57.86630725796051,11.058826208114624
11,5sft,57.78902138955187,1.3703444004058838
12,5sej,57.9031684052969,2.270219326019287
13,5seb,57.561282309621255,2.508044958114624
14,5sei,57.72642986968041,1.5420799255371094
15,5sfh,57.68780154443399,2.0323312282562256
16,5sf1,58.04135735337538,1.0150017738342285
17,5sfm,56.1696790917206,0.9244718551635742
18,5sey,57.81318312127372,1.0285084247589111
19,5sf8,57.67603733503757,1.1165194511413574
20,5sep,57.692008722554746,0.9255385398864746
21,5sem,57.38442351750853,1.0522499084472656
22,5sf5,57.634644631991954,1.0801334381103516
23,5se9,57.703008919213225,0.8806297779083252
24,5sez,57.54537419158581,1.101365566253662
25,5se8,56.99025099029869,0.9575860500335693
26,5sfa,,0.8237447738647461
27,5se6,57.57276682535242,1.111210823059082
28,5sec,57.77692495731896,0.951885461807251
29,5sed,,1.0359923839569092
30,5sfo,,0.9722437858581543
31,5se3,57.199613089306816,0.931093692779541
32,5sev,,0.9001131057739258
33,5sf9,,1.0467569828033447
34,5sfn,56.45664504157806,1.0921821594238281
35,5sdx,,0.9411814212799072
36,5se2,57.48512662374069,1.1280713081359863
37,5sek,57.66515270134642,1.1061122417449951
38,5sdu,57.84043913406552,0.903740406036377
39,5sfv,56.55772740519195,1.0643348693847656
40,5sfq,56.1230860587134,0.9576189517974854
41,5ser,56.17147622257139,0.8104984760284424
42,5sf7,54.30196462262116,1.03641939163208
43,5sf3,57.151476642101976,1.1935124397277832
44,5sdv,57.27623453092491,0.9602382183074951
45,5sfr,58.32786556721713,0.8707103729248047
46,5seh,56.86076247313842,1.0941407680511475
47,5sfe,57.182519427338974,1.0009078979492188
48,5se4,57.30293668743727,0.8850035667419434
49,5sfc,,1.0832366943359375
50,5sfj,56.89768373213241,0.883059024810791
51,5sfl,56.214776408046546,0.9974827766418457
52,5se5,56.167451348970474,1.1036877632141113
53,5sfx,56.87784083779276,0.9573965072631836
54,5ses,57.15352469646119,0.8698644638061523
55,5seg,57.961439216309,1.0126078128814697
56,5se7,57.067383007391655,0.944913387298584
57,5sfg,56.55304708067205,0.9397032260894775
58,5sdz,56.53147153642151,1.176802396774292
59,5sfp,57.16011783716685,0.9313178062438965
60,5sex,57.54078630317144,0.8357927799224854
61,5sf4,56.5999645014452,1.1046524047851562
62,5sen,56.95075685864646,1.021024465560913
63,5sea,56.348468301424724,0.95664381980896
64,5se0,56.390731178813525,1.1145777702331543
65,5sfu,56.60484240757643,0.9008052349090576
66,5sf0,56.19225745705884,0.8235399723052979
67,5sel,56.18123238709341,0.9800794124603271
68,5sf2,56.407903614371946,0.8561596870422363
69,5set,56.770945237967084,0.9406721591949463
70,5sew,56.384353115359055,1.152695894241333
71,5sdy,55.99645952382196,1.0096158981323242
72,5se1,56.44357759499599,0.9469904899597168
73,5see,56.335214007744156,1.0791666507720947
74,5sdw,56.96699208023889,1.0110013484954834
75,5sfk,56.54803664577943,0.9053902626037598
76,5seo,56.97891087249036,1.0950422286987305
